DateTime,Distance,Status
2022-09-14 10:47:24.950519,43681,0
2022-09-14 10:47:34.951458,43681,0
2022-09-14 10:47:44.952251,40804,2
2022-09-14 10:47:54.952609,41209,2
2022-09-14 10:48:04.953502,40000,2
2022-09-14 10:48:14.954078,42436,2
2022-09-14 10:48:24.954364,39601,2
2022-09-14 10:48:34.955053,33124,2
2022-09-14 10:48:44.955907,40000,2
2022-09-14 10:48:54.956752,44521,0
2022-09-14 10:49:04.957511,42436,2
2022-09-14 10:49:14.957917,79524,0
2022-09-14 10:49:24.958183,41209,2
2022-09-14 10:49:34.958542,46656,0
2022-09-14 10:49:44.958902,34596,2
2022-09-14 10:49:54.959439,37249,2
2022-09-14 10:50:04.960390,38809,2
2022-09-14 10:50:14.961280,41616,2
2022-09-14 10:50:24.961549,40000,2
2022-09-14 10:50:34.962001,1764,1
2022-09-14 10:50:44.962655,43681,0
2022-09-14 10:50:54.963058,90000,0
2022-09-14 10:51:04.963512,43264,0
2022-09-14 10:51:14.963900,82369,0
2022-09-14 10:51:24.964783,43264,0
2022-09-14 10:51:34.965592,43264,0
2022-09-14 10:51:44.966508,42436,2
2022-09-14 10:51:54.966885,15876,1
2022-09-14 10:52:04.967297,15876,1
2022-09-14 10:52:14.967628,3364,1
2022-09-14 10:52:24.968005,50625,0
2022-09-14 10:52:34.968827,39204,2
2022-09-14 10:52:44.969638,3844,1
2022-09-14 10:52:54.970529,40000,2
2022-09-14 10:53:04.970948,45796,0
2022-09-14 10:53:14.971459,48400,0
2022-09-14 10:53:24.971787,46656,0
2022-09-14 10:53:34.971799,47089,0
2022-09-14 10:53:44.972078,47961,0
2022-09-14 10:53:54.972341,39601,2
2022-09-14 10:54:04.972707,2500,1
2022-09-14 10:54:14.972763,42025,2
2022-09-14 10:54:24.973215,729,1
2022-09-14 10:54:34.973600,56169,0
2022-09-14 10:54:44.974454,9801,1
2022-09-14 10:54:54.974634,49729,0
2022-09-14 10:55:04.974928,51076,0
2022-09-14 10:55:14.975095,44100,0
